56.7957,-91.5090,102.2602,-116.9854,63.0467,-92.4219
16.6370,-33.9185,46.2915,-93.0126,37.7850,-54.0139
37.7958,-56.6346,46.9467,-117.2109,23.1672,-71.2631
25.2724,-50.3621,74.4638,-102.0883,27.6353,-53.1117
26.3464,-40.2768,39.4283,-59.7816,16.9915,-73.4864
16.1859,-27.1734,19.8699,-32.5007,20.3103,-33.1237
39.7720,-77.6215,57.0427,-130.8621,55.5068,-83.0455
16.1215,-35.9162,50.4910,-77.9008,45.4860,-57.6764
18.0762,-30.3634,45.6149,-133.9983,27.9253,-42.0168
19.3973,-30.7285,41.0609,-102.7650,18.8173,-31.7167
16.6155,-27.5708,27.2808,-51.9840,17.4640,-28.9456
55.0450,-84.2699,77.1597,-98.1036,17.9366,-113.1081
16.2181,-28.8812,16.6800,-29.3645,77.9330,-96.6644
16.4759,-29.2463,18.7636,-39.6968,18.7422,-76.2038
35.2073,-55.0128,41.4153,-125.2448,26.5075,-69.8132
16.2718,-28.9027,17.9366,-53.0258,27.7319,-59.8890
52.9828,-107.3834,70.6939,-132.9350,110.5304,-144.9536
49.2774,-61.2423,21.7387,-77.1811,24.8642,-100.4558
17.7540,-32.1892,110.4122,-137.0594,24.7890,-40.9535
16.1537,-27.0231,20.6647,-39.8042,16.1537,-27.2808
21.3306,-39.9009,38.0643,-67.6758,131.0769,-142.3866
16.8196,-28.1616,30.2560,-47.5804,18.6240,-29.4504
41.9738,-55.7539,28.0005,-73.6260,18.6240,-79.5870
20.9762,-34.9710,27.1520,-125.6422,23.1565,-47.7737
48.1818,-82.5836,51.1140,-94.8492,113.1618,-137.8327
17.4211,-28.8489,17.1633,-29.2356,41.8020,-53.3910
20.0310,-43.0264,68.9432,-89.2857,20.5358,-52.1236
17.0452,-28.3227,40.2016,-75.5808,30.3204,-112.6355
17.0452,-28.8167,52.0269,-96.5677,17.0881,-29.4504
19.9021,-32.9948,44.0253,-94.9996,31.1259,-118.1131
37.5487,-65.3773,45.5934,-76.4508,118.8113,-133.1498
20.6969,-47.7629,40.3520,-124.8474,20.9762,-77.5141
20.2029,-31.8455,122.0334,-137.5856,16.9485,-54.8839
17.3674,-40.3520,27.6460,-134.4172,17.7433,-48.9551
26.6257,-53.2513,91.4982,-123.7089,30.9756,-90.8216
34.9925,-47.4622,96.6751,-123.6982,42.0705,-77.2134
16.6585,-29.4182,115.8039,-132.1832,17.4211,-32.2644
20.8151,-35.0570,20.2673,-36.7002,38.4080,-60.4367
24.2413,-45.3034,24.9179,-114.6440,58.7612,-74.3134
16.8626,-39.9654,30.8359,-134.3850,34.7025,-119.4879
16.5296,-27.9360,71.8861,-100.9176,26.2820,-39.0632
17.4533,-33.5425,32.6618,-58.6645,31.0507,-42.4464
18.7529,-30.1485,46.0767,-57.3757,96.9222,-115.6965
16.3041,-27.2164,17.0022,-27.6460,31.1796,-56.7098
18.3877,-32.1678,16.7766,-78.5774,20.5680,-38.9020
16.3041,-27.2379,26.5934,-42.4786,18.1836,-32.6726
18.4092,-29.8049,16.3363,-34.0473,26.8620,-57.1824
18.2911,-31.6200,16.3363,-48.2892,21.5884,-59.2123
31.9744,-101.6480,41.6301,-106.7175,30.7071,-111.4218
21.8569,-34.4233,85.0754,-114.5795,18.2911,-44.5623
26.0457,-51.9410,58.3423,-117.1680,49.0948,-69.8884
16.1215,-27.1197,16.8626,-28.3764,26.5934,-80.9940
21.5776,-60.7912,65.3988,-87.8464,43.5742,-74.3886
19.9773,-52.5747,24.5528,-110.5304,52.1236,-72.8957
28.9241,-61.7041,49.0948,-68.5028,75.4841,-98.8017
16.3685,-30.0626,29.9015,-52.7358,51.8014,-90.3597
23.2424,-39.0954,66.0540,-125.4704,42.7149,-58.0631
27.4527,-42.7579,45.4108,-124.2460,92.6367,-120.9701
16.4329,-35.8732,16.0893,-40.6742,30.8145,-107.1364
16.9377,-36.3136,44.4978,-83.3569,32.7263,-65.2377
23.3176,-36.5928,87.6102,-106.1805,25.6268,-60.8234
25.6053,-85.7198,20.6647,-121.1420,23.0920,-136.8016
19.3973,-40.8353,21.6958,-124.1171,69.6628,-86.2569
22.4154,-40.2553,31.7059,-44.4549,69.2654,-113.1833
20.0740,-36.5284,43.8856,-112.7214,36.8399,-48.2678
23.4572,-47.1615,67.2140,-123.3223,29.9874,-59.4916
19.8699,-58.5034,27.4097,-111.5829,77.6322,-141.7744
36.7647,-56.5701,96.5462,-109.7463,20.6432,-60.9845
28.3227,-50.1796,110.2404,-125.1482,37.4843,-58.2671
21.2017,-35.5188,30.5137,-46.5171,52.8002,-64.7329
22.9632,-40.1909,28.2260,-42.1564,119.2839,-141.9463
53.0473,-95.8266,106.4490,-141.6670,40.8676,-125.7281
19.1288,-44.8308,90.7034,-135.4805,36.2277,-48.8800
16.6585,-28.0434,33.0914,-45.4860,61.7685,-97.7170
23.9513,-35.5725,19.9773,-42.7471,57.1931,-105.1709
19.7840,-31.3300,34.7884,-111.9051,23.4572,-35.5725
24.7461,-43.4023,59.0619,-70.8120,46.3452,-64.9155
48.8263,-71.1557,94.4733,-111.6366,58.8149,-102.0669
24.6602,-39.4391,26.7223,-67.7295,34.4125,-64.0455
16.8089,-28.6449,58.2242,-74.7860,18.4307,-106.3630
20.4499,-44.0682,61.1671,-134.8468,31.9530,-83.9262
20.6862,-34.9388,50.4051,-63.4655,78.1370,-108.6508
25.4872,-47.1722,67.8047,-142.8055,62.0908,-76.5797
51.0388,-67.3858,37.7421,-90.9504,112.4851,-127.6829
23.4250,-39.1383,17.4855,-69.8347,40.3305,-134.0735
59.7064,-72.4661,46.1519,-104.1827,44.8415,-76.5152
16.0893,-27.3131,54.8409,-67.6006,17.7648,-40.0620
28.0005,-38.9772,38.7624,-58.1383,18.5703,-39.2565
32.4041,-49.8144,20.8365,-88.1901,70.1998,-125.6959
16.7122,-29.0852,17.4103,-29.2249,36.2814,-80.4248
19.0429,-31.0185,32.5329,-144.5670,35.5403,-56.7957
19.0644,-37.3984,39.4713,-52.2632,45.3356,-70.9517
18.1192,-38.8698,76.0212,-94.9244,24.1768,-51.5651
26.0135,-69.5017,26.2390,-73.3038,30.6748,-119.8424
31.4052,-56.3339,56.6990,-105.6005,49.5136,-67.4180
17.0989,-30.9648,40.6098,-62.8104,52.8217,-144.1588
20.6969,-46.5385,61.9297,-122.0764,50.3407,-117.2539
18.2159,-30.8145,47.5804,-82.0358,18.1836,-35.8732
30.5889,-43.5742,26.6257,-70.5757,38.2791,-90.9397
26.0779,-43.5849,32.1463,-142.4833,22.0610,-44.1112
28.2475,-45.4645,90.0160,-108.4897,124.8045,-143.5144
42.6290,-60.3186,35.9806,-125.4489,54.8409,-103.8390
51.7047,-64.5074,54.4543,-130.0351,28.3871,-82.3795
29.6545,-75.9890,32.1033,-110.7022,36.5391,-100.5095
21.7817,-46.5063,28.4838,-60.5226,41.8772,-90.3168
20.1384,-43.5419,32.2215,-72.1439,85.6232,-122.6456
27.9682,-75.6667,60.0286,-103.9464,61.8652,-88.4264
23.5431,-51.1140,17.9903,-64.3785,34.3051,-66.5588
16.0785,-28.8597,40.7924,-61.6719,16.2396,-32.5866
18.2266,-56.6024,57.2683,-77.4711,37.4521,-94.2907
18.3125,-33.7037,60.0071,-75.1942,23.8761,-108.5541
41.8449,-55.4424,107.6949,-136.1357,66.1507,-90.5853
16.6155,-31.7704,17.9796,-33.2096,33.2203,-74.9901
16.3578,-27.4742,16.4759,-27.9038,30.2345,-87.7176
16.1644,-27.3775,28.4838,-46.6567,31.7596,-132.8384
19.4725,-37.5380,20.1169,-46.7641,16.7766,-44.6912
29.9445,-41.8664,35.0784,-57.3435,27.4849,-48.9659
22.4584,-38.4402,60.9523,-72.2190,25.2401,-62.9822
18.2696,-31.9422,117.7802,-137.5534,17.3137,-35.2288
27.1305,-58.5357,59.5990,-127.8225,22.0287,-120.4868
71.7679,-94.3767,96.5355,-126.1255,26.2068,-110.1759
